"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ireland","1999","Total","April","Data tabulated by year of registration","Final figure, complete","2000","4486",""
"Ireland","1999","Total","May","Data tabulated by year of registration","Final figure, complete","2000","4571",""
"Ireland","1999","Total","June","Data tabulated by year of registration","Final figure, complete","2000","4647",""
"Ireland","1999","Total","July","Data tabulated by year of registration","Final figure, complete","2000","4640",""
"Ireland","1999","Total","August","Data tabulated by year of registration","Final figure, complete","2000","4471",""
"Ireland","1999","Total","September","Data tabulated by year of registration","Final figure, complete","2000","4628",""
"Ireland","1999","Total","October","Data tabulated by year of registration","Final figure, complete","2000","4339",""
"Ireland","1999","Total","November","Data tabulated by year of registration","Final figure, complete","2000","4135",""
"Ireland","1999","Total","December","Data tabulated by year of registration","Final figure, complete","2000","4424",""
"Ireland","1998","Total","Total","Data tabulated by year of registration","Final figure, complete","2000","53551",""
"Ireland","1998","Total","January","Data tabulated by year of registration","Final figure, complete","2000","4341",""
"Ireland","1998","Total","February","Data tabulated by year of registration","Final figure, complete","2000","3991",""
"Ireland","1998","Total","March","Data tabulated by year of registration","Final figure, complete","2000","4592",""
"Ireland","1998","Total","April","Data tabulated by year of registration","Final figure, complete","2000","4650",""
"Ireland","1998","Total","May","Data tabulated by year of registration","Final figure, complete","2000","4555",""
"Ireland","1998","Total","June","Data tabulated by year of registration","Final figure, complete","2000","4511",""
"Ireland","1998","Total","July","Data tabulated by year of registration","Final figure, complete","2000","4837",""
"Ireland","1998","Total","August","Data tabulated by year of registration","Final figure, complete","2000","4504",""
"Ireland","1998","Total","September","Data tabulated by year of registration","Final figure, complete","2000","4787",""
"Ireland","1998","Total","October","Data tabulated by year of registration","Final figure, complete","2000","4467",""
"Ireland","1998","Total","November","Data tabulated by year of registration","Final figure, complete","2000","4005",""
"Ireland","1998","Total","December","Data tabulated by year of registration","Final figure, complete","2000","4311",""
"Ireland","1997","Total","Total","Data tabulated by year of registration","Final figure, complete","2000","52775",""
"Ireland","1997","Total","January","Data tabulated by year of registration","Final figure, complete","2000","4451",""
"Ireland","1997","Total","February","Data tabulated by year of registration","Final figure, complete","2000","3997",""
"Ireland","1997","Total","March","Data tabulated by year of registration","Final figure, complete","2000","4387",""
"Ireland","1997","Total","April","Data tabulated by year of registration","Final figure, complete","2000","4346",""
"Ireland","1997","Total","May","Data tabulated by year of registration","Final figure, complete","2000","4478",""
"Ireland","1997","Total","June","Data tabulated by year of registration","Final figure, complete","2000","4447",""
"Ireland","1997","Total","July","Data tabulated by year of registration","Final figure, complete","2000","4682",""
"Ireland","1997","Total","August","Data tabulated by year of registration","Final figure, complete","2000","4603",""
"Ireland","1997","Total","September","Data tabulated by year of registration","Final figure, complete","2000","4606",""
"Ireland","1997","Total","October","Data tabulated by year of registration","Final figure, complete","2000","4300",""
"Ireland","1997","Total","November","Data tabulated by year of registration","Final figure, complete","2000","4073",""
"Ireland","1997","Total","December","Data tabulated by year of registration","Final figure, complete","2000","4405",""
"Ireland","1996","Total","Total","Data tabulated by year of registration","Final figure, complete","1997","50390",""
"Ireland","1996","Total","January","Data tabulated by year of registration","Final figure, complete","1997","4132",""
"Ireland","1996","Total","February","Data tabulated by year of registration","Final figure, complete","1997","3844",""
"Ireland","1996","Total","March","Data tabulated by year of registration","Final figure, complete","1997","4084",""
"Ireland","1996","Total","April","Data tabulated by year of registration","Final figure, complete","1997","4183",""
"Ireland","1996","Total","May","Data tabulated by year of registration","Final figure, complete","1997","4189",""
"Ireland","1996","Total","June","Data tabulated by year of registration","Final figure, complete","1997","4065",""
"Ireland","1996","Total","July","Data tabulated by year of registration","Final figure, complete","1997","4495",""
"Ireland","1996","Total","August","Data tabulated by year of registration","Final figure, complete","1997","4358",""
"Ireland","1996","Total","September","Data tabulated by year of registration","Final figure, complete","1997","4439",""
"Ireland","1996","Total","October","Data tabulated by year of registration","Final figure, complete","1997","4353",""
"Ireland","1996","Total","November","Data tabulated by year of registration","Final figure, complete","1997","4125",""
"Ireland","1996","Total","December","Data tabulated by year of registration","Final figure, complete","1997","4123",""
"Ireland","1995","Total","Total","Data tabulated by year of registration","Final figure, complete","1998","48787",""
"Ireland","1995","Total","January","Data tabulated by year of registration","Final figure, complete","1998","4108",""
"Ireland","1995","Total","February","Data tabulated by year of registration","Final figure, complete","1998","3657",""
"Ireland","1995","Total","March","Data tabulated by year of registration","Final figure, complete","1998","4187",""
"Ireland","1995","Total","April","Data tabulated by year of registration","Final figure, complete","1998","4100",""
"Ireland","1995","Total","May","Data tabulated by year of registration","Final figure, complete","1998","4336",""
"Ireland","1995","Total","June","Data tabulated by year of registration","Final figure, complete","1998","4132",""
"Ireland","1995","Total","July","Data tabulated by year of registration","Final figure, complete","1998","4318",""
"Ireland","1995","Total","August","Data tabulated by year of registration","Final figure, complete","1998","4121",""
"Ireland","1995","Total","September","Data tabulated by year of registration","Final figure, complete","1998","4130",""
"Ireland","1995","Total","October","Data tabulated by year of registration","Final figure, complete","1998","4117",""
"Ireland","1995","Total","November","Data tabulated by year of registration","Final figure, complete","1998","3727",""
"Ireland","1995","Total","December","Data tabulated by year of registration","Final figure, complete","1998","3854",""
"Ireland","1994","Total","Total","Data tabulated by year of registration","Final figure, complete","1996","48255",""
"Ireland","1994","Total","January","Data tabulated by year of registration","Final figure, complete","1997","3826",""
